ensembl_gene_id	mgi_symbol	entrezgene	description
10090.ENSMUSP00000031513	ENSMUSG00000029538	Srsf9	108014	serine/arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896]
10090.ENSMUSP00000034204	ENSMUSG00000031754	Nudt21	68219	nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469]
10090.ENSMUSP00000047571	ENSMUSG00000039630	Hnrnpu	51810	heterogeneous nuclear ribonucleoprotein U [Source:MGI Symbol;Acc:MGI:1858195]
10090.ENSMUSP00000066393	ENSMUSG00000024097	Srsf7	225027	serine/arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]
10090.ENSMUSP00000120115	ENSMUSG00000059208	Hnrnpm	76936	heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465]
10090.ENSMUSP00000023117	ENSMUSG00000061360	Phf5a	68479	PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]
10090.ENSMUSP00000038135	ENSMUSG00000042699	Dhx9	13211	DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:MGI Symbol;Acc:MGI:108177]
10090.ENSMUSP00000043662	ENSMUSG00000037361	0610009D07Rik	66055	RIKEN cDNA 0610009D07 gene [Source:MGI Symbol;Acc:MGI:1913305]
10090.ENSMUSP00000075198	ENSMUSG00000060373	Hnrnpc	15381	heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]
10090.ENSMUSP00000008477	ENSMUSG00000008333	Snrpb2	20639	U2 small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:104805]
10090.ENSMUSP00000014684	ENSMUSG00000061613	U2af1	108121	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]
10090.ENSMUSP00000029000	ENSMUSG00000027498	Cstf1	67337	cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:MGI Symbol;Acc:MGI:1914587]
10090.ENSMUSP00000033609	ENSMUSG00000031256	Cstf2	108062	cleavage stimulation factor, 3' pre-RNA subunit 2 [Source:MGI Symbol;Acc:MGI:1343054]
10090.ENSMUSP00000071794	ENSMUSG00000034022	Cpsf1	94230	cleavage and polyadenylation specific factor 1 [Source:MGI Symbol;Acc:MGI:2679722]
10090.ENSMUSP00000110103	ENSMUSG00000004980	Hnrnpa2b1	100045191;53379	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819]
10090.ENSMUSP00000119065	ENSMUSG00000016921	Srsf6	67996	serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]
10090.ENSMUSP00000074160	ENSMUSG00000063511	Snrnp70	20637	small nuclear ribonucleoprotein 70 (U1) [Source:MGI Symbol;Acc:MGI:98341]
10090.ENSMUSP00000005041	ENSMUSG00000030435	U2af2	22185	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 [Source:MGI Symbol;Acc:MGI:98886]
10090.ENSMUSP00000120595	ENSMUSG00000018379	Srsf1	110809	serine/arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]
10090.ENSMUSP00000047865	ENSMUSG00000037993	Dhx38	64340	DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:MGI Symbol;Acc:MGI:1927617]
10090.ENSMUSP00000035199	ENSMUSG00000032580	Rbm5	83486	RNA binding motif protein 5 [Source:MGI Symbol;Acc:MGI:1933204]
10090.ENSMUSP00000115320	ENSMUSG00000057130	Txnl4a	27366	thioredoxin-like 4A [Source:MGI Symbol;Acc:MGI:1351613]
10090.ENSMUSP00000044305	ENSMUSG00000038446	Cdc40	71713	cell division cycle 40 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1918963]
10090.ENSMUSP00000081572	ENSMUSG00000066148	Prpf4	70052	PRP4 pre-mRNA processing factor 4 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1917302]
10090.ENSMUSP00000002551	ENSMUSG00000002477	Snrpd1	100043882;20641	small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]
10090.ENSMUSP00000020397	ENSMUSG00000020180	Snrpd3	67332	small nuclear ribonucleoprotein D3 [Source:MGI Symbol;Acc:MGI:1914582]
10090.ENSMUSP00000027127	ENSMUSG00000025982	Sf3b1	81898	splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]
10090.ENSMUSP00000099509	ENSMUSG00000003660	Snrnp200	320632	small nuclear ribonucleoprotein 200 (U5) [Source:MGI Symbol;Acc:MGI:2444401]
10090.ENSMUSP00000018449	ENSMUSG00000020850	Prpf8	192159	pre-mRNA processing factor 8 [Source:MGI Symbol;Acc:MGI:2179381]
10090.ENSMUSP00000045073	ENSMUSG00000033732	Sf3b3	101943	splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]
10090.ENSMUSP00000075709	ENSMUSG00000068856	Sf3b4	107701	splicing factor 3b, subunit 4 [Source:MGI Symbol;Acc:MGI:109580]
10090.ENSMUSP00000002529	ENSMUSG00000002455	Prpf6	68879	PRP6 pre-mRNA splicing factor 6 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1922946]
10090.ENSMUSP00000117947	ENSMUSG00000030512	Snrpa1	68981	small nuclear ribonucleoprotein polypeptide A' [Source:MGI Symbol;Acc:MGI:1916231]
10090.ENSMUSP00000021306	ENSMUSG00000020929	Eftud2	20624	elongation factor Tu GTP binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1336880]
10090.ENSMUSP00000025774	ENSMUSG00000024853	Sf3b2	319322	splicing factor 3b, subunit 2 [Source:MGI Symbol;Acc:MGI:2441856]
10090.ENSMUSP00000030734	ENSMUSG00000028902	Sf3a3	75062	splicing factor 3a, subunit 3 [Source:MGI Symbol;Acc:MGI:1922312]
10090.ENSMUSP00000117160	ENSMUSG00000020211	Sf3a2	20222	splicing factor 3a, subunit 2 [Source:MGI Symbol;Acc:MGI:104912]
10090.ENSMUSP00000002275	ENSMUSG00000002205	Vrk3	101568	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]
10090.ENSMUSP00000002284	ENSMUSG00000046223	Plaur	18793	plasminogen activator, urokinase receptor [Source:MGI Symbol;Acc:MGI:97612]
10090.ENSMUSP00000025850	ENSMUSG00000024912	Fosl1	14283	fos-like antigen 1 [Source:MGI Symbol;Acc:MGI:107179]
10090.ENSMUSP00000044871	ENSMUSG00000041958	Pigs	276846	phosphatidylinositol glycan anchor biosynthesis, class S [Source:MGI Symbol;Acc:MGI:2687325]
10090.ENSMUSP00000076816	ENSMUSG00000038383	Pigu	228812	phosphatidylinositol glycan anchor biosynthesis, class U [Source:MGI Symbol;Acc:MGI:3039607]
10090.ENSMUSP00000099390	ENSMUSG00000017721	Pigt	78928	phosphatidylinositol glycan anchor biosynthesis, class T [Source:MGI Symbol;Acc:MGI:1926178]
10090.ENSMUSP00000045351	ENSMUSG00000039047	Pigk	329777	phosphatidylinositol glycan anchor biosynthesis, class K [Source:MGI Symbol;Acc:MGI:1913863]
10090.ENSMUSP00000023221	ENSMUSG00000022561	Gpaa1	14731	GPI anchor attachment protein 1 [Source:MGI Symbol;Acc:MGI:1202392]
10090.ENSMUSP00000009356	ENSMUSG00000062345	Serpinb2	18788	serine (or cysteine) peptidase inhibitor, clade B, member 2 [Source:MGI Symbol;Acc:MGI:97609]
10090.ENSMUSP00000017488	ENSMUSG00000017344	Vtn	22370	vitronectin [Source:MGI Symbol;Acc:MGI:98940]
10090.ENSMUSP00000014578	ENSMUSG00000059481	Plg	18815	plasminogen [Source:MGI Symbol;Acc:MGI:97620]
10090.ENSMUSP00000022368	ENSMUSG00000021822	Plau	18792	plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]
10090.ENSMUSP00000023151	ENSMUSG00000022508	Bcl6	12053	B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187]
10090.ENSMUSP00000098379	ENSMUSG00000018076	Med13l	76199	mediator complex subunit 13-like [Source:MGI Symbol;Acc:MGI:2670178]
10090.ENSMUSP00000002395	ENSMUSG00000002324	Rec8	56739	REC8 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1929645]
10090.ENSMUSP00000094174	ENSMUSG00000074704	Rad21l	668929	RAD21-like (S. pombe) [Source:MGI Symbol;Acc:MGI:3652039]
10090.ENSMUSP00000068931	ENSMUSG00000055817	Mta3	116871	metastasis associated 3 [Source:MGI Symbol;Acc:MGI:2151172]
10090.ENSMUSP00000029448	ENSMUSG00000027855	Sycp1	20957	synaptonemal complex protein 1 [Source:MGI Symbol;Acc:MGI:105931]
10090.ENSMUSP00000064465	ENSMUSG00000058290	Espl1	105988	extra spindle poles-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146156]
10090.ENSMUSP00000022927	ENSMUSG00000022314	Rad21	19357	RAD21 homolog (S. pombe) [Source:MGI Symbol;Acc:MGI:108016]
10090.ENSMUSP00000110725	ENSMUSG00000025862	Stag2	20843	stromal antigen 2 [Source:MGI Symbol;Acc:MGI:1098583]
10090.ENSMUSP00000116205	ENSMUSG00000037286	Stag1	20842	stromal antigen 1 [Source:MGI Symbol;Acc:MGI:1098658]
10090.ENSMUSP00000023068	ENSMUSG00000022432	Smc1b	140557	structural maintenance of chromosomes 1B [Source:MGI Symbol;Acc:MGI:2154049]
10090.ENSMUSP00000040945	ENSMUSG00000036928	Stag3	50878	stromal antigen 3 [Source:MGI Symbol;Acc:MGI:1355311]
10090.ENSMUSP00000020252	ENSMUSG00000020059	Sycp3	20962	synaptonemal complex protein 3 [Source:MGI Symbol;Acc:MGI:109542]
10090.ENSMUSP00000025930	ENSMUSG00000024974	Smc3	13006	structural maintenance of chromosomes 3 [Source:MGI Symbol;Acc:MGI:1339795]
10090.ENSMUSP00000002397	ENSMUSG00000002326	Gmpr2	105446	guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]
10090.ENSMUSP00000021082	ENSMUSG00000020736	Nt5c	50773	5',3'-nucleotidase, cytosolic [Source:MGI Symbol;Acc:MGI:1354954]
10090.ENSMUSP00000084180	ENSMUSG00000025041	Nt5c2	76952	5'-nucleotidase, cytosolic II [Source:MGI Symbol;Acc:MGI:2178563]
10090.ENSMUSP00000031793	ENSMUSG00000029780	Nt5c3	107569	5'-nucleotidase, cytosolic III [Source:MGI Symbol;Acc:MGI:1927186]
10090.ENSMUSP00000007624	ENSMUSG00000007480	Mc5r	17203	melanocortin 5 receptor [Source:MGI Symbol;Acc:MGI:99420]
10090.ENSMUSP00000031365	ENSMUSG00000029417	Cxcl9	17329	chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:1352449]
10090.ENSMUSP00000036159	ENSMUSG00000034117	Gpr44	14764	G protein-coupled receptor 44 [Source:MGI Symbol;Acc:MGI:1330275]
10090.ENSMUSP00000041061	ENSMUSG00000037346	Hrh4	225192	histamine receptor H4 [Source:MGI Symbol;Acc:MGI:2429635]
10090.ENSMUSP00000050077	ENSMUSG00000050511	Oprd1	18386	opioid receptor, delta 1 [Source:MGI Symbol;Acc:MGI:97438]
10090.ENSMUSP00000055256	ENSMUSG00000043004	Gng2	14702	guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]
10090.ENSMUSP00000095842	ENSMUSG00000030653	Pde2a	207728	phosphodiesterase 2A, cGMP-stimulated [Source:MGI Symbol;Acc:MGI:2446107]
10090.ENSMUSP00000116285	ENSMUSG00000048120	Entpd1	12495	ectonucleoside triphosphate diphosphohydrolase 1 [Source:MGI Symbol;Acc:MGI:102805]
10090.ENSMUSP00000025712	ENSMUSG00000024798	Htr7	15566	5-hydroxytryptamine (serotonin) receptor 7 [Source:MGI Symbol;Acc:MGI:99841]
10090.ENSMUSP00000038884	ENSMUSG00000039106	Htr5a	15563	5-hydroxytryptamine (serotonin) receptor 5A [Source:MGI Symbol;Acc:MGI:96283]
10090.ENSMUSP00000039691	ENSMUSG00000039358	Drd5	13492	dopamine receptor D5 [Source:MGI Symbol;Acc:MGI:94927]
10090.ENSMUSP00000043956	ENSMUSG00000041681	Iapp	15874	islet amyloid polypeptide [Source:MGI Symbol;Acc:MGI:96382]
10090.ENSMUSP00000061560	ENSMUSG00000049928	Glp2r	93896	glucagon-like peptide 2 receptor [Source:MGI Symbol;Acc:MGI:2136733]
10090.ENSMUSP00000111383	ENSMUSG00000023868	Pde10a	23984	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
10090.ENSMUSP00000027083	ENSMUSG00000025946	Pth2r	213527	parathyroid hormone 2 receptor [Source:MGI Symbol;Acc:MGI:2180917]
10090.ENSMUSP00000027560	ENSMUSG00000026322	Htr4	15562	5 hydroxytryptamine (serotonin) receptor 4 [Source:MGI Symbol;Acc:MGI:109246]
10090.ENSMUSP00000035417	ENSMUSG00000041237	Pklr	18770	pyruvate kinase liver and red blood cell [Source:MGI Symbol;Acc:MGI:97604]
10090.ENSMUSP00000046601	ENSMUSG00000004347	Pde1c	18575	phosphodiesterase 1C [Source:MGI Symbol;Acc:MGI:108413]
10090.ENSMUSP00000049527	ENSMUSG00000056379	Taar1	111174	trace amine-associated receptor 1 [Source:MGI Symbol;Acc:MGI:2148258]
10090.ENSMUSP00000050412	ENSMUSG00000044199	S1pr4	13611	sphingosine-1-phosphate receptor 4 [Source:MGI Symbol;Acc:MGI:1333809]
10090.ENSMUSP00000063136	ENSMUSG00000050783	Htr1f	15557	5-hydroxytryptamine (serotonin) receptor 1F [Source:MGI Symbol;Acc:MGI:99842]
10090.ENSMUSP00000069080	ENSMUSG00000051980	Casr	12374	calcium-sensing receptor [Source:MGI Symbol;Acc:MGI:1351351]
10090.ENSMUSP00000071798	ENSMUSG00000058620	Adra2b	11552	adrenergic receptor, alpha 2b [Source:MGI Symbol;Acc:MGI:87935]
10090.ENSMUSP00000085293	ENSMUSG00000067586	S1pr3	13610	sphingosine-1-phosphate receptor 3 [Source:MGI Symbol;Acc:MGI:1339365]
10090.ENSMUSP00000095454	ENSMUSG00000062585	Cnr2	12802	cannabinoid receptor 2 (macrophage) [Source:MGI Symbol;Acc:MGI:104650]
10090.ENSMUSP00000096122	ENSMUSG00000031659	Adcy7	11513	adenylate cyclase 7 [Source:MGI Symbol;Acc:MGI:102891]
10090.ENSMUSP00000099715	ENSMUSG00000059173	Pde1a	18573	phosphodiesterase 1A, calmodulin-dependent [Source:MGI Symbol;Acc:MGI:1201792]
10090.ENSMUSP00000110015	ENSMUSG00000003476	Crhr2	12922	corticotropin releasing hormone receptor 2 [Source:MGI Symbol;Acc:MGI:894312]
10090.ENSMUSP00000097572	ENSMUSG00000075270	Pde11a	241489	phosphodiesterase 11A [Source:MGI Symbol;Acc:MGI:3036251]
10090.ENSMUSP00000018644	ENSMUSG00000018500	Adora2b	11541	adenosine A2b receptor [Source:MGI Symbol;Acc:MGI:99403]
10090.ENSMUSP00000020932	ENSMUSG00000020612	Prkar1a	19084	protein kinase, cAMP dependent regulatory, type I, alpha [Source:MGI Symbol;Acc:MGI:104878]
10090.ENSMUSP00000021932	ENSMUSG00000021478	Drd1a	13488	dopamine receptor D1A [Source:MGI Symbol;Acc:MGI:99578]
10090.ENSMUSP00000033054	ENSMUSG00000030790	Adm	11535	adrenomedullin [Source:MGI Symbol;Acc:MGI:108058]
10090.ENSMUSP00000035220	ENSMUSG00000032601	Prkar2a	19087	protein kinase, cAMP dependent regulatory, type II alpha [Source:MGI Symbol;Acc:MGI:108025]
10090.ENSMUSP00000045304	ENSMUSG00000035725	Prkx	19108	protein kinase, X-linked [Source:MGI Symbol;Acc:MGI:1309999]
10090.ENSMUSP00000053394	ENSMUSG00000043895	S1pr2	14739	sphingosine-1-phosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99569]
10090.ENSMUSP00000055869	ENSMUSG00000044359	P2ry4	57385	pyrimidinergic receptor P2Y, G-protein coupled, 4 [Source:MGI Symbol;Acc:MGI:1926594]
10090.ENSMUSP00000068120	ENSMUSG00000004654	Ghrhr	14602	growth hormone releasing hormone receptor [Source:MGI Symbol;Acc:MGI:95710]
10090.ENSMUSP00000075070	ENSMUSG00000023964	Calcr	12311	calcitonin receptor [Source:MGI Symbol;Acc:MGI:101950]
10090.ENSMUSP00000096800	ENSMUSG00000069094	Pde7a	18583	phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402]
10090.ENSMUSP00000106515	ENSMUSG00000025855	Prkar1b	19085	protein kinase, cAMP dependent regulatory, type I beta [Source:MGI Symbol;Acc:MGI:97759]
10090.ENSMUSP00000006005	ENSMUSG00000032492	Pth1r	19228	parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801]
10090.ENSMUSP00000019064	ENSMUSG00000018920	Cxcl16	66102	chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682]
10090.ENSMUSP00000020395	ENSMUSG00000020178	Adora2a	11540	adenosine A2a receptor [Source:MGI Symbol;Acc:MGI:99402]
10090.ENSMUSP00000033765	ENSMUSG00000031390	Avpr2	12000	arginine vasopressin receptor 2 [Source:MGI Symbol;Acc:MGI:88123]
10090.ENSMUSP00000034325	ENSMUSG00000031861	Lpar2	53978	lysophosphatidic acid receptor 2 [Source:MGI Symbol;Acc:MGI:1858422]
10090.ENSMUSP00000035115	ENSMUSG00000032528	Vipr1	22354	vasoactive intestinal peptide receptor 1 [Source:MGI Symbol;Acc:MGI:109272]
10090.ENSMUSP00000038170	ENSMUSG00000034987	Hrh2	15466	histamine receptor H2 [Source:MGI Symbol;Acc:MGI:108482]
10090.ENSMUSP00000038749	ENSMUSG00000041741	Pde3a	54611	phosphodiesterase 3A, cGMP inhibited [Source:MGI Symbol;Acc:MGI:1860764]
10090.ENSMUSP00000048736	ENSMUSG00000039942	Ptger4	19219	prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol;Acc:MGI:104311]
10090.ENSMUSP00000066381	ENSMUSG00000024553	Galr1	14427	galanin receptor 1 [Source:MGI Symbol;Acc:MGI:1096364]
10090.ENSMUSP00000080370	ENSMUSG00000053647	Gpr30	76854	G protein-coupled receptor 30 [Source:MGI Symbol;Acc:MGI:1924104]
10090.ENSMUSP00000104018	ENSMUSG00000045573	Penk	18619	preproenkephalin [Source:MGI Symbol;Acc:MGI:104629]
10090.ENSMUSP00000115406	ENSMUSG00000020654	Adcy3	104111	adenylate cyclase 3 [Source:MGI Symbol;Acc:MGI:99675]
10090.ENSMUSP00000117611	ENSMUSG00000041119	Pde9a	18585	phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179]
10090.ENSMUSP00000005606	ENSMUSG00000005469	Prkaca	18747	protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]
10090.ENSMUSP00000031670	ENSMUSG00000032766	Gng11	66066	guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]
10090.ENSMUSP00000032909	ENSMUSG00000030671	Pde3b	18576	phosphodiesterase 3B, cGMP-inhibited [Source:MGI Symbol;Acc:MGI:1333863]
10090.ENSMUSP00000044730	ENSMUSG00000036362	P2ry13	74191	purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]
10090.ENSMUSP00000058040	ENSMUSG00000044933	Sstr3	20607	somatostatin receptor 3 [Source:MGI Symbol;Acc:MGI:98329]
10090.ENSMUSP00000069011	ENSMUSG00000053965	Pde5a	242202	phosphodiesterase 5A, cGMP-specific [Source:MGI Symbol;Acc:MGI:2651499]
10090.ENSMUSP00000071513	ENSMUSG00000027584	Oprl1	18389	opioid receptor-like 1 [Source:MGI Symbol;Acc:MGI:97440]
10090.ENSMUSP00000105588	ENSMUSG00000037014	Sstr4	20608	somatostatin receptor 4 [Source:MGI Symbol;Acc:MGI:105372]
10090.ENSMUSP00000110221	ENSMUSG00000024027	Glp1r	14652	glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]
10090.ENSMUSP00000020165	ENSMUSG00000019990	Pde7b	29863	phosphodiesterase 7B [Source:MGI Symbol;Acc:MGI:1352752]
10090.ENSMUSP00000054776	ENSMUSG00000047259	Mc4r	17202	melanocortin 4 receptor [Source:MGI Symbol;Acc:MGI:99457]
10090.ENSMUSP00000102241	ENSMUSG00000047904	Sstr2	20606	somatostatin receptor 2 [Source:MGI Symbol;Acc:MGI:98328]
10090.ENSMUSP00000050898	ENSMUSG00000049511	Htr1b	15551	5-hydroxytryptamine (serotonin) receptor 1B [Source:MGI Symbol;Acc:MGI:96274]
10090.ENSMUSP00000092384	ENSMUSG00000030406	Gipr	381853	gastric inhibitory polypeptide receptor [Source:MGI Symbol;Acc:MGI:1352753]
10090.ENSMUSP00000112840	ENSMUSG00000070687	Htr1d	15552	5-hydroxytryptamine (serotonin) receptor 1D [Source:MGI Symbol;Acc:MGI:96276]
10090.ENSMUSP00000113498	ENSMUSG00000005580	Adcy9	11515	adenylate cyclase 9 [Source:MGI Symbol;Acc:MGI:108450]
10090.ENSMUSP00000024916	ENSMUSG00000024107	Lhcgr	16867	luteinizing hormone/choriogonadotropin receptor [Source:MGI Symbol;Acc:MGI:96783]
10090.ENSMUSP00000047358	ENSMUSG00000038537	Mc3r	17201	melanocortin 3 receptor [Source:MGI Symbol;Acc:MGI:96929]
10090.ENSMUSP00000091455	ENSMUSG00000018634	Crhr1	12921	corticotropin releasing hormone receptor 1 [Source:MGI Symbol;Acc:MGI:88498]
10090.ENSMUSP00000052894	ENSMUSG00000045551	Fpr1	14293	formyl peptide receptor 1 [Source:MGI Symbol;Acc:MGI:107443]
10090.ENSMUSP00000011315	ENSMUSG00000011171	Vipr2	22355	vasoactive intestinal peptide receptor 2 [Source:MGI Symbol;Acc:MGI:107166]
10090.ENSMUSP00000019071	ENSMUSG00000018927	Ccl6	20305	chemokine (C-C motif) ligand 6 [Source:MGI Symbol;Acc:MGI:98263]
10090.ENSMUSP00000028883	ENSMUSG00000027400	Pdyn	18610	prodynorphin [Source:MGI Symbol;Acc:MGI:97535]
10090.ENSMUSP00000029172	ENSMUSG00000027643	Ghrh	14601	growth hormone releasing hormone [Source:MGI Symbol;Acc:MGI:95709]
10090.ENSMUSP00000032907	ENSMUSG00000030669	Calca	12310	calcitonin/calcitonin-related polypeptide, alpha [Source:MGI Symbol;Acc:MGI:2151253]
10090.ENSMUSP00000040477	ENSMUSG00000032937	Fshr	14309	follicle stimulating hormone receptor [Source:MGI Symbol;Acc:MGI:95583]
10090.ENSMUSP00000061124	ENSMUSG00000043017	Ptgir	19222	prostaglandin I receptor (IP) [Source:MGI Symbol;Acc:MGI:99535]
10090.ENSMUSP00000061185	ENSMUSG00000049796	Crh	12918	corticotropin releasing hormone [Source:MGI Symbol;Acc:MGI:88496]
10090.ENSMUSP00000072660	ENSMUSG00000026387	Sctr	319229	secretin receptor [Source:MGI Symbol;Acc:MGI:2441720]
10090.ENSMUSP00000101428	ENSMUSG00000028747	Htr6	15565	5-hydroxytryptamine (serotonin) receptor 6 [Source:MGI Symbol;Acc:MGI:1196627]
10090.ENSMUSP00000113732	ENSMUSG00000031489	Adrb3	11556	adrenergic receptor, beta 3 [Source:MGI Symbol;Acc:MGI:87939]
10090.ENSMUSP00000099446	ENSMUSG00000014351	Gip	14607	gastric inhibitory polypeptide [Source:MGI Symbol;Acc:MGI:107504]
10090.ENSMUSP00000063784	ENSMUSG00000029778	Adcyap1r1	11517	adenylate cyclase activating polypeptide 1 receptor 1 [Source:MGI Symbol;Acc:MGI:108449]
10090.ENSMUSP00000028233	ENSMUSG00000026874	Hc	15139	hemolytic complement [Source:MGI Symbol;Acc:MGI:96031]
10090.ENSMUSP00000041519	ENSMUSG00000038580	Sct	20287	secretin [Source:MGI Symbol;Acc:MGI:99466]
10090.ENSMUSP00000049963	ENSMUSG00000039059	Hrh3	99296	histamine receptor H3 [Source:MGI Symbol;Acc:MGI:2139279]
10090.ENSMUSP00000058691	ENSMUSG00000045569	Mc2r	17200	melanocortin 2 receptor [Source:MGI Symbol;Acc:MGI:96928]
10090.ENSMUSP00000022235	ENSMUSG00000021721	Htr1a	15550	5-hydroxytryptamine (serotonin) receptor 1A [Source:MGI Symbol;Acc:MGI:96273]
10090.ENSMUSP00000067057	ENSMUSG00000024256	Adcyap1	11516	adenylate cyclase activating polypeptide 1 [Source:MGI Symbol;Acc:MGI:105094]
10090.ENSMUSP00000023549	ENSMUSG00000022840	Adcy5	224129	adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673]
10090.ENSMUSP00000105722	ENSMUSG00000031842	Pde4c	110385	phosphodiesterase 4C, cAMP specific [Source:MGI Symbol;Acc:MGI:99556]
10090.ENSMUSP00000019906	ENSMUSG00000019772	Vip	22353	vasoactive intestinal polypeptide [Source:MGI Symbol;Acc:MGI:98933]
10090.ENSMUSP00000020706	ENSMUSG00000020431	Adcy1	432530	adenylate cyclase 1 [Source:MGI Symbol;Acc:MGI:99677]
10090.ENSMUSP00000030251	ENSMUSG00000028525	Pde4b	18578	phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]
10090.ENSMUSP00000112991	ENSMUSG00000021699	Pde4d	100862401;238871	phosphodiesterase 4D, cAMP specific [Source:MGI Symbol;Acc:MGI:99555]
10090.ENSMUSP00000005164	ENSMUSG00000005034	Prkacb	18749	protein kinase, cAMP dependent, catalytic, beta [Source:MGI Symbol;Acc:MGI:97594]
10090.ENSMUSP00000037025	ENSMUSG00000032177	Pde4a	18577	phosphodiesterase 4A, cAMP specific [Source:MGI Symbol;Acc:MGI:99558]
10090.ENSMUSP00000025402	ENSMUSG00000024524	Gnal	14680	guanine nucleotide binding protein, alpha stimulating, olfactory type [Source:MGI Symbol;Acc:MGI:95774]
10090.ENSMUSP00000002412	ENSMUSG00000002341	Ncan	13004	neurocan [Source:MGI Symbol;Acc:MGI:104694]
10090.ENSMUSP00000101200	ENSMUSG00000041936	Agrn	11603	agrin [Source:MGI Symbol;Acc:MGI:87961]
10090.ENSMUSP00000017153	ENSMUSG00000017009	Sdc4	20971	syndecan 4 [Source:MGI Symbol;Acc:MGI:1349164]
